iteration,_is_super,_lambda,_scale_factor,alpha_p,alpha_m,n_p,n_m,wr_p,wr_m,tcs_p,tcs_m,tcd_p,tcd_m,af_p,af_m,auf_p,auf_m,por_p,por_m,perm_p,perm_m,den_p,den_m,albedo_bg,e_bg,pen_w,pen_s,z_bg,z_s
19,0,10,1,0.0031086,0.000456229,1.15663,2.03782,0.024,0.264388,0.769259,0.254255,0.133344,1.10758,0.948782,1.6407,0.121734,1.10438,0.446059,0.300512,9.35659e-11,1.75e-13,900,1900,0.139605,0.880462,0.0025,0.035,0.0468988,0.00875
19,0,10,0.75,0.0030453,0.000456229,1.15706,2.0379,0.024,0.264263,0.769259,0.254702,0.133468,1.10734,0.949013,1.64054,0.121734,1.10407,0.445944,0.30075,9.35659e-11,1.75e-13,900,1900,0.139079,0.88012,0.0025,0.035,0.0467192,0.00875
19,0,100,1,0.00308522,0.000456229,1.15789,2.0381,0.024,0.263907,0.769259,0.255841,0.133788,1.10673,0.949612,1.64011,0.121734,1.10327,0.44572,0.301334,9.35659e-11,1.75e-13,900,1900,0.137771,0.879294,0.0025,0.035,0.0464189,0.00875
19,0,100,0.75,0.00302777,0.000456229,1.158,2.03811,0.024,0.263901,0.769259,0.255891,0.133801,1.1067,0.949635,1.6401,0.121734,1.10324,0.44569,0.301366,9.35659e-11,1.75e-13,900,1900,0.137703,0.879244,0.0025,0.035,0.0463592,0.00875
19,0,1000,1,0.00285541,0.000456229,1.15834,2.03813,0.024,0.263881,0.769259,0.256017,0.133834,1.10664,0.949696,1.64005,0.121734,1.10316,0.445615,0.301463,9.35659e-11,1.75e-13,900,1900,0.137533,0.879123,0.0025,0.035,0.0462077,0.00875
19,0,1000,0.75,0.00285541,0.000456229,1.15834,2.03813,0.024,0.263882,0.769259,0.256023,0.133835,1.10664,0.949698,1.64005,0.121734,1.10315,0.445611,0.301463,9.35659e-11,1.75e-13,900,1900,0.137524,0.879115,0.0025,0.035,0.0462009,0.00875
20,0,0.1,1,0.00311566,0.000456229,1.15626,2.0373,0.024,0.279104,0.769259,0.238026,0.113676,1.16246,0.89057,1.68738,0.121734,1.18578,0.442811,0.292542,9.35659e-11,1.75e-13,900,1900,0.15176,0.879928,0.0025,0.035,0.0410212,0.00875
20,0,0.1,0.75,0.00308717,0.000456229,1.15642,2.03645,0.024,0.276665,0.769259,0.238026,0.114205,1.15706,0.896416,1.68185,0.121734,1.17672,0.442926,0.294245,9.35659e-11,1.75e-13,900,1900,0.151964,0.879442,0.0025,0.035,0.0413537,0.00875
20,0,1,1,0.00299894,0.000456229,1.15643,2.03507,0.024,0.279104,0.769259,0.238026,0.115699,1.14647,0.909303,1.66996,0.121734,1.15735,0.444103,0.292187,9.35659e-11,1.75e-13,900,1900,0.151105,0.879879,0.0025,0.035,0.0408701,0.00875
20,0,1,0.75,0.00299963,0.000456229,1.15654,2.03478,0.024,0.276665,0.769259,0.238026,0.115722,1.14507,0.910466,1.66878,0.121734,1.1554,0.443895,0.293978,9.35659e-11,1.75e-13,900,1900,0.151473,0.879406,0.0025,0.035,0.0412404,0.00875
20,0,10,1,0.00289126,0.000456229,1.15626,2.03411,0.024,0.271656,0.769259,0.238026,0.115812,1.14172,0.913243,1.66597,0.121734,1.15073,0.443974,0.297336,9.35659e-11,1.75e-13,900,1900,0.152503,0.878421,0.0025,0.035,0.040985,0.00875
20,0,10,0.75,0.00291887,0.000456229,1.15641,2.03406,0.024,0.271079,0.769259,0.238026,0.115807,1.14151,0.913421,1.66579,0.121734,1.15043,0.443798,0.29784,9.35659e-11,1.75e-13,900,1900,0.152521,0.878312,0.0025,0.035,0.0413265,0.00875
20,0,100,1,0.00288472,0.000456229,1.15666,2.03393,0.024,0.269589,0.769259,0.238026,0.115794,1.14095,0.913884,1.66532,0.121734,1.14967,0.443383,0.299109,9.35659e-11,1.75e-13,900,1900,0.152581,0.878021,0.0025,0.035,0.0420465,0.00875
20,0,100,0.75,0.00291397,0.000456229,1.15671,2.03393,0.024,0.269529,0.769259,0.238026,0.115794,1.14093,0.913902,1.6653,0.121734,1.14964,0.443355,0.29917,9.35659e-11,1.75e-13,900,1900,0.152579,0.878012,0.0025,0.035,0.0421227,0.00875
20,0,1000,1,0.00303518,0.000456229,1.15685,2.03391,0.024,0.26936,0.769259,0.238026,0.115792,1.14087,0.913949,1.66525,0.121734,1.14957,0.443286,0.29933,9.35659e-11,1.75e-13,900,1900,0.15259,0.878008,0.0025,0.035,0.0423767,0.00875
20,0,1000,0.75,0.00302681,0.000456229,1.15686,2.03391,0.024,0.269357,0.769259,0.238026,0.115792,1.14087,0.913951,1.66525,0.121734,1.14956,0.443283,0.299336,9.35659e-11,1.75e-13,900,1900,0.152586,0.878002,0.0025,0.035,0.0423703,0.00875
21,0,0.1,1,0.00311946,0.000474196,1.15597,2.03676,0.024,0.279104,0.769259,0.238026,0.117134,1.15533,0.898872,1.6778,0.121734,1.16948,0.443032,0.291812,9.35659e-11,1.75e-13,900,1900,0.150289,0.874808,0.00485886,0.035,0.043009,0.00875
21,0,0.1,0.75,0.00308951,0.000469704,1.15611,2.03627,0.024,0.278494,0.769259,0.238026,0.116781,1.15276,0.901771,1.67555,0.121734,1.16596,0.443248,0.292353,9.35659e-11,1.75e-13,900,1900,0.150585,0.875957,0.00426914,0.035,0.0425669,0.00875
21,0,1,1,0.00315047,0.00048104,1.15573,2.03526,0.024,0.279104,0.769259,0.238026,0.117212,1.14722,0.908501,1.67053,0.121734,1.15806,0.442894,0.291629,9.35659e-11,1.75e-13,900,1900,0.149857,0.87599,0.00278287,0.035,0.0437566,0.00875
21,0,1,0.75,0.00311276,0.000474837,1.15593,2.03514,0.024,0.278494,0.769259,0.238026,0.11684,1.14668,0.908992,1.67009,0.121734,1.1574,0.443144,0.292216,9.35659e-11,1.75e-13,900,1900,0.150261,0.876844,0.00271216,0.035,0.0431275,0.00875
21,0,10,1,0.00340623,0.000503643,1.1544,2.03503,0.024,0.278393,0.769259,0.238026,0.117122,1.14608,0.909617,1.66961,0.121734,1.15658,0.442505,0.291768,9.35659e-11,1.75e-13,900,1900,0.150436,0.877366,0.0025,0.035,0.0465098,0.00875
21,0,10,0.75,0.00330458,0.00049179,1.15494,2.03497,0.024,0.277961,0.769259,0.238026,0.116772,1.14583,0.909829,1.6694,0.121734,1.15629,0.442853,0.292321,9.35659e-11,1.75e-13,900,1900,0.150695,0.877876,0.0025,0.035,0.0451924,0.00875
21,0,100,1,0.00324935,0.000456229,1.15608,2.0348,0.024,0.27685,0.769259,0.238026,0.1159,1.14518,0.910377,1.66887,0.121734,1.15553,0.44376,0.293704,9.35659e-11,1.75e-13,900,1900,0.151433,0.879264,0.0025,0.035,0.0423122,0.00875
21,0,100,0.75,0.00318692,0.000456229,1.15619,2.0348,0.024,0.276804,0.769259,0.238026,0.115856,1.14515,0.910399,1.66885,0.121734,1.1555,0.443794,0.293772,9.35659e-11,1.75e-13,900,1900,0.151443,0.879299,0.0025,0.035,0.0420442,0.00875
21,0,1000,1,0.00299974,0.000456229,1.15653,2.03478,0.024,0.276671,0.769259,0.238026,0.115766,1.14508,0.910458,1.6688,0.121734,1.15542,0.443895,0.293966,9.35659e-11,1.75e-13,900,1900,0.151479,0.879423,0.0025,0.035,0.0414896,0.00875
21,0,1000,0.75,0.00299971,0.000456229,1.15653,2.03478,0.024,0.276669,0.769259,0.238026,0.115755,1.14508,0.91046,1.66879,0.121734,1.15541,0.443895,0.293969,9.35659e-11,1.75e-13,900,1900,0.151477,0.879419,0.0025,0.035,0.0414273,0.00875
